pclass,sex,age_orig,age_imp_mice,age_imp_rf,sibsp,parch,fare,embarked,boat_na,title,deck_orig,deck_imp_mice,deck_imp_rf,survived
1,female,36,36,36,0,0,135.6333,C,1,Miss,3,C,C,1
2,male,30,30,30,1,0,24,C,0,Mr,,D,D,0
2,female,28,28,28,1,0,24,C,1,Mrs,,D,D,1
2,male,30,30,30,0,0,13,S,0,Mr,,F,E,0
2,male,18,18,18,0,0,11.5,S,0,Mr,,F,F,0
2,male,25,25,25,0,0,10.5,S,0,Mr,,F,F,0
2,male,34,34,34,1,0,26,S,0,Mr,,F,E,0
2,female,36,36,36,1,0,26,S,1,Mrs,,D,E,1
2,male,57,57,57,0,0,13,S,0,Mr,,F,D,0
2,male,18,18,18,0,0,11.5,S,0,Mr,,F,F,0
2,male,23,23,23,0,0,10.5,S,0,Mr,,F,F,0
2,female,36,36,36,0,0,13,S,1,Mrs,4,D,D,1
2,male,28,28,28,0,0,10.5,S,0,Mr,,F,F,0
2,male,51,51,51,0,0,12.525,S,0,rare_title,,E,D,0
2,male,32,32,32,1,0,26,S,1,Mr,,F,E,1
2,female,19,19,19,1,0,26,S,1,Mrs,,F,F,1
2,male,28,28,28,0,0,26,S,0,Mr,,F,F,0
2,male,1,1,1,2,1,39,S,1,Master,6,F,F,1
2,female,4,4,4,2,1,39,S,1,Miss,6,F,F,1
2,female,12,12,12,2,1,39,S,1,Miss,6,F,F,1
2,female,36,36,36,0,3,39,S,1,Mrs,6,F,F,1
2,male,34,34,34,0,0,13,S,1,Mr,4,D,D,1
2,female,19,19,19,0,0,13,S,1,Miss,,F,F,1
2,male,23,23,23,0,0,13,S,0,Mr,,F,F,0
2,male,26,26,26,0,0,13,S,0,Mr,,F,F,0
2,male,42,42,42,0,0,13,S,0,Mr,,F,D,0
2,male,27,27,27,0,0,13,S,0,Mr,,F,F,0
2,female,24,24,24,0,0,13,S,1,Miss,6,F,F,1
2,female,15,15,15,0,2,39,S,1,Miss,,F,F,1
2,male,60,60,60,1,1,39,S,0,Mr,,F,F,0
2,female,40,40,40,1,1,39,S,1,Mrs,,F,F,1
2,female,20,20,20,1,0,26,S,1,Miss,,F,F,1
2,male,25,25,25,1,0,26,S,0,Mr,,F,F,0
2,female,36,36,36,0,0,13,S,1,Miss,,E,E,1
2,male,25,25,25,0,0,13,S,0,Mr,,F,F,0
2,male,42,42,42,0,0,13,S,0,rare_title,,D,D,0
2,female,42,42,42,0,0,13,S,0,Mrs,,D,D,1
2,male,0.8333,0.8333,0.8333,0,2,29,S,1,Master,,F,F,1
2,male,26,26,26,1,1,29,S,1,Mr,,F,F,1
2,female,22,22,22,1,1,29,S,1,Mrs,,F,F,1
2,female,35,35,35,0,0,21,S,1,Miss,,E,E,1
2,male,,38.53508771,22.4,0,0,0,S,0,Mr,,F,F,0
2,male,19,19,19,0,0,13,S,0,Mr,,F,F,0
2,female,44,44,44,1,0,26,S,0,Mrs,,F,E,0
2,male,54,54,54,1,0,26,S,0,rare_title,,F,E,0
2,male,52,52,52,0,0,13.5,S,0,Mr,,D,D,0
2,male,37,37,37,1,0,26,S,0,Mr,,F,E,0
2,female,29,29,29,1,0,26,S,0,Mrs,,F,F,0
2,female,25,25,25,1,1,30,S,1,Miss,,F,F,1
2,female,45,45,45,0,2,30,S,1,Mrs,,F,F,1
2,male,29,29,29,1,0,26,S,0,Mr,,F,F,0
2,female,28,28,28,1,0,26,S,1,Mrs,,F,F,1
2,male,29,29,29,0,0,10.5,S,0,Mr,,F,F,0
2,male,28,28,28,0,0,13,S,0,Mr,,F,F,0
2,male,24,24,24,0,0,10.5,S,1,Mr,,F,F,1
2,female,8,8,8,0,2,26.25,S,1,Miss,,F,F,1
2,male,31,31,31,1,1,26.25,S,0,Mr,,F,F,0
2,female,31,31,31,1,1,26.25,S,1,Mrs,,F,F,1
2,female,22,22,22,0,0,10.5,S,1,Mrs,6,F,F,1
2,female,30,30,30,0,0,13,S,0,Mrs,,F,E,0
2,female,,30.83725358,22,0,0,21,S,0,Mrs,,F,F,0
2,male,21,21,21,0,0,11.5,S,0,Mr,,F,F,0
2,male,,38.53508771,22.4,0,0,0,S,0,Mr,,F,F,0
2,male,8,8,8,1,1,36.75,S,1,Master,,F,F,1
2,male,18,18,18,0,0,73.5,S,0,Mr,,F,F,0
2,female,48,48,48,0,2,36.75,S,1,Mrs,,F,F,1
2,female,28,28,28,0,0,13,S,1,Miss,,E,F,1
2,male,32,32,32,0,0,13,S,0,Mr,,F,E,0
2,male,17,17,17,0,0,73.5,S,0,Mr,,F,F,0
2,male,29,29,29,1,0,27.7208,C,0,Mr,,D,D,0
2,female,24,24,24,1,0,27.7208,C,1,Mrs,,D,D,1
2,male,25,25,25,0,0,31.5,S,0,Mr,,F,F,0
2,male,18,18,18,0,0,73.5,S,0,Mr,,F,F,0
2,female,18,18,18,0,1,23,S,0,Miss,,F,F,1
2,female,34,34,34,0,1,23,S,0,Mrs,,F,F,1
2,male,54,54,54,0,0,26,S,0,Mr,,F,E,0
2,male,8,8,8,0,2,32.5,S,1,Master,,F,F,1
2,male,42,42,42,1,1,32.5,S,0,Mr,,F,F,0
2,female,34,34,34,1,1,32.5,S,1,Mrs,,F,F,1
2,female,27,27,27,1,0,13.8583,C,1,Miss,,D,D,1
2,female,30,30,30,1,0,13.8583,C,1,Miss,,D,D,1
2,male,23,23,23,0,0,13,S,0,Mr,,F,F,0
2,male,21,21,21,0,0,13,S,0,Mr,,F,F,0
2,male,18,18,18,0,0,13,S,0,Mr,,F,F,0
2,male,40,40,40,1,0,26,S,0,Mr,,F,E,0
2,female,29,29,29,1,0,26,S,1,Mrs,,F,F,1
2,male,18,18,18,0,0,10.5,S,0,Mr,,F,F,0
2,male,36,36,36,0,0,13,S,0,Mr,,D,D,0
2,male,,38.53508771,22.4,0,0,0,S,0,Mr,,F,F,0
2,female,38,38,38,0,0,13,S,0,Miss,,E,E,0
2,male,35,35,35,0,0,26,S,0,Mr,,F,E,0
2,male,38,38,38,1,0,21,S,0,Mr,,F,E,0
2,male,34,34,34,1,0,21,S,0,Mr,,F,E,0
2,female,34,34,34,0,0,13,S,1,Miss,,E,E,1
2,male,16,16,16,0,0,26,S,0,Mr,,F,F,0
2,male,26,26,26,0,0,10.5,S,0,Mr,,F,F,0
2,male,47,47,47,0,0,10.5,S,0,Mr,,F,E,0
2,male,21,21,21,1,0,11.5,S,0,Mr,,F,F,0
2,male,21,21,21,1,0,11.5,S,0,Mr,,F,F,0
2,male,24,24,24,0,0,13.5,S,0,Mr,,F,F,0
2,male,24,24,24,0,0,13,S,0,Mr,,F,F,0
2,male,34,34,34,0,0,13,S,0,Mr,,F,D,0
2,male,30,30,30,0,0,13,S,0,Mr,,F,E,0
2,male,52,52,52,0,0,13,S,0,Mr,,F,D,0
2,male,30,30,30,0,0,13,S,0,Mr,,F,E,0
2,male,0.6667,0.6667,0.6667,1,1,14.5,S,1,Master,,F,F,1
2,female,24,24,24,0,2,14.5,S,1,Mrs,,F,F,1
2,male,44,44,44,0,0,13,S,0,Mr,,F,D,0
2,female,6,6,6,0,1,33,S,1,Miss,,F,F,1
2,male,28,28,28,0,1,33,S,0,rare_title,,F,F,0
2,male,62,62,62,0,0,10.5,S,1,Mr,,E,E,1
2,male,30,30,30,0,0,10.5,S,0,Mr,,F,F,0
2,female,7,7,7,0,2,26.25,S,1,Miss,,F,F,1
2,male,43,43,43,1,1,26.25,S,0,Mr,,F,F,0
2,female,45,45,45,1,1,26.25,S,1,Mrs,,F,F,1
2,female,24,24,24,1,2,65,S,1,Miss,,F,F,1
2,female,24,24,24,1,2,65,S,1,Miss,,F,F,1
2,male,49,49,49,1,2,65,S,0,Mr,,F,F,0
2,female,48,48,48,1,2,65,S,1,Mrs,,F,F,1
2,female,55,55,55,0,0,16,S,1,Mrs,,D,D,1
2,male,24,24,24,2,0,73.5,S,0,Mr,,F,F,0
2,male,32,32,32,2,0,73.5,S,0,Mr,,F,F,0
2,male,21,21,21,2,0,73.5,S,0,Mr,,F,F,0
2,female,18,18,18,1,1,13,S,0,Miss,,F,F,0
2,female,20,20,20,2,1,23,S,1,Miss,,F,F,1
2,male,23,23,23,2,1,11.5,S,0,Mr,,F,F,0
2,male,36,36,36,0,0,13,S,0,Mr,,D,D,0
2,female,54,54,54,1,3,23,S,1,Mrs,,F,F,1
2,male,50,50,50,0,0,13,S,0,Mr,,F,D,0
2,male,44,44,44,1,0,26,S,0,Mr,,F,E,0
2,female,29,29,29,1,0,26,S,1,Mrs,,F,F,1
2,male,21,21,21,0,0,73.5,S,0,Mr,,F,F,0
2,male,42,42,42,0,0,13,S,1,Mr,,D,D,1
2,male,63,63,63,1,0,26,S,0,Mr,,F,E,0
2,female,60,60,60,1,0,26,S,0,Mrs,,F,E,0
2,male,33,33,33,0,0,12.275,S,0,Mr,,F,E,0
2,female,17,17,17,0,0,10.5,S,0,Miss,,F,E,1
2,male,42,42,42,1,0,27,S,0,Mr,,F,E,0
2,female,24,24,24,2,1,27,S,1,Mrs,,F,F,1
2,male,47,47,47,0,0,15,S,0,Mr,,D,D,0
2,male,24,24,24,2,0,31.5,S,0,Mr,,F,F,0
2,male,22,22,22,2,0,31.5,S,0,Mr,,F,F,0
2,male,32,32,32,0,0,10.5,S,0,Mr,,F,F,0
2,female,23,23,23,0,0,13.7917,C,1,Mrs,4,D,D,1
2,male,34,34,34,1,0,26,S,0,Mr,,F,E,0
2,female,24,24,24,1,0,26,S,1,Mrs,,F,F,1
2,female,22,22,22,0,0,21,S,0,Mrs,,F,F,0
2,female,,28.18492249,30,0,0,12.35,Q,1,Miss,5,E,E,1
2,male,35,35,35,0,0,12.35,Q,0,Mr,,D,D,0
2,female,45,45,45,0,0,13.5,S,1,Mrs,,D,D,1
2,male,57,57,57,0,0,12.35,Q,0,rare_title,,D,D,0
2,male,,38.53508771,22.4,0,0,0,S,0,Mr,,F,F,0
2,male,31,31,31,0,0,10.5,S,0,Mr,,F,F,0
2,female,26,26,26,1,1,26,S,0,Mrs,,F,F,0
2,male,30,30,30,1,1,26,S,0,rare_title,,F,F,0
2,male,,44.21224769,59.2,0,0,10.7083,Q,0,Mr,,F,D,0
2,female,1,1,1,1,2,41.5792,C,1,Miss,,F,E,1
2,female,3,3,3,1,2,41.5792,C,1,Miss,,F,E,1
2,male,25,25,25,1,2,41.5792,C,0,Mr,,F,E,0
2,female,22,22,22,1,2,41.5792,C,1,Mrs,,F,E,1
2,female,17,17,17,0,0,12,C,1,Miss,,D,D,1
2,female,,22.17488827,20.4,0,0,33,S,1,Miss,,F,F,1
2,female,34,34,34,0,0,10.5,S,1,Mrs,6,F,F,1
2,male,36,36,36,0,0,12.875,C,0,Mr,4,D,D,0
2,male,24,24,24,0,0,10.5,S,0,Mr,,F,F,0
2,male,61,61,61,0,0,12.35,Q,0,Mr,,D,D,0
2,male,50,50,50,1,0,26,S,0,Mr,,F,E,0
2,female,42,42,42,1,0,26,S,0,Mrs,,F,E,1
2,female,57,57,57,0,0,10.5,S,0,Mrs,5,E,E,0
2,male,,29.73721802,32,0,0,15.0458,C,0,Mr,4,D,D,0
2,male,1,1,1,0,2,37.0042,C,1,Master,,F,E,1
2,male,31,31,31,1,1,37.0042,C,0,Mr,,F,E,0
2,female,24,24,24,1,1,37.0042,C,1,Mrs,,F,E,1
2,male,,30.21924659,32,0,0,15.5792,C,0,Mr,,D,D,0
2,male,30,30,30,0,0,13,S,0,Mr,,F,E,0
2,male,40,40,40,0,0,16,S,0,Mr,,D,D,0
2,male,32,32,32,0,0,13.5,S,0,Mr,,D,E,0
2,male,30,30,30,0,0,13,S,0,Mr,,F,E,0
2,male,46,46,46,0,0,26,S,0,Mr,,F,E,0
2,female,13,13,13,0,1,19.5,S,1,Miss,,F,F,1
2,female,41,41,41,0,1,19.5,S,1,Mrs,,D,E,1
2,male,19,19,19,0,0,10.5,S,1,Mr,,F,F,1
2,male,39,39,39,0,0,13,S,0,Mr,,F,D,0
2,male,48,48,48,0,0,13,S,0,Mr,,F,D,0
2,male,70,70,70,0,0,10.5,S,0,Mr,,F,E,0
2,male,27,27,27,0,0,13,S,0,rare_title,,F,F,0
2,male,54,54,54,0,0,14,S,0,rare_title,,D,D,0
2,male,39,39,39,0,0,26,S,0,Mr,,F,E,0
2,male,16,16,16,0,0,10.5,S,0,Mr,,F,F,0
2,male,62,62,62,0,0,9.6875,Q,0,Mr,,F,E,0
2,male,32.5,32.5,32.5,1,0,30.0708,C,0,Mr,,D,D,0
2,female,14,14,14,1,0,30.0708,C,0,Mrs,,F,D,1
2,male,2,2,2,1,1,26,S,1,Master,6,F,F,1
2,male,3,3,3,1,1,26,S,1,Master,6,F,F,1
2,male,36.5,36.5,36.5,0,2,26,S,0,Mr,6,F,F,0
2,male,26,26,26,0,0,13,S,0,Mr,6,F,F,0
2,male,19,19,19,1,1,36.75,S,0,Mr,,F,F,0
2,male,28,28,28,0,0,13.5,S,0,Mr,,F,F,0
2,male,20,20,20,0,0,13.8625,C,1,Mr,4,D,D,1
2,female,29,29,29,0,0,10.5,S,1,Mrs,6,F,F,1
2,male,39,39,39,0,0,13,S,0,Mr,,F,D,0
2,male,22,22,22,0,0,10.5,S,1,Mr,,F,F,1
2,male,,27.63643777,20,0,0,13.8625,C,1,Mr,,D,D,1
2,male,23,23,23,0,0,10.5,S,0,rare_title,,F,F,0
2,male,29,29,29,0,0,13.8583,C,1,Mr,,D,D,1
2,male,28,28,28,0,0,10.5,S,0,Mr,,F,F,0
2,male,,38.53508771,22.4,0,0,0,S,0,Mr,,F,F,0
2,female,50,50,50,0,1,26,S,1,Mrs,,F,F,1
2,male,19,19,19,0,0,10.5,S,0,Mr,,F,F,0
2,male,,29.73721802,32,0,0,15.05,C,0,Mr,,D,D,0
2,male,41,41,41,0,0,13,S,0,rare_title,,D,D,0
2,female,21,21,21,0,1,21,S,1,Miss,,F,F,1
2,female,19,19,19,0,0,26,S,1,Miss,,F,F,1
2,male,43,43,43,0,1,21,S,0,Mr,,F,F,0
2,female,32,32,32,0,0,13,S,1,Mrs,,D,D,1
2,male,34,34,34,0,0,13,S,0,Mr,,F,D,0
2,male,30,30,30,0,0,12.7375,C,1,Mr,,D,D,1
2,male,27,27,27,0,0,15.0333,C,0,Mr,,D,D,0
2,female,2,2,2,1,1,26,S,1,Miss,,F,F,1
2,female,8,8,8,1,1,26,S,1,Miss,,F,F,1
2,female,33,33,33,0,2,26,S,1,Mrs,,F,F,1
2,male,36,36,36,0,0,10.5,S,0,Mr,,F,E,0
2,male,34,34,34,1,0,21,S,1,Mr,,D,E,0
2,female,30,30,30,3,0,21,S,0,Mrs,,F,E,1
2,female,28,28,28,0,0,13,S,1,Miss,,E,F,1
2,male,23,23,23,0,0,15.0458,C,0,Mr,,D,D,0
2,male,0.8333,0.8333,0.8333,1,1,18.75,S,1,Master,,F,F,1
2,male,3,3,3,1,1,18.75,S,1,Master,,F,F,1
2,female,24,24,24,2,3,18.75,S,1,Mrs,,F,F,1
2,female,50,50,50,0,0,10.5,S,1,Miss,,E,E,1
2,male,19,19,19,0,0,10.5,S,0,Mr,,F,F,0
2,female,21,21,21,0,0,10.5,S,1,Miss,,F,E,1
2,male,26,26,26,0,0,13,S,0,Mr,,F,F,0
2,male,25,25,25,0,0,13,S,0,Mr,,F,F,0
2,male,27,27,27,0,0,26,S,0,Mr,,F,F,0
2,female,25,25,25,0,1,26,S,1,Mrs,,F,F,1
2,female,18,18,18,0,2,13,S,1,Miss,,F,F,1
2,female,20,20,20,0,0,36.75,S,1,Miss,,F,F,1
2,female,30,30,30,0,0,13,S,1,Miss,,E,E,1
2,male,59,59,59,0,0,13.5,S,0,Mr,,D,D,0
2,female,30,30,30,0,0,12.35,Q,1,Miss,,E,E,1
2,male,35,35,35,0,0,10.5,S,0,Mr,,F,E,0
2,female,40,40,40,0,0,13,S,1,Miss,,E,E,1
2,male,25,25,25,0,0,13,S,0,Mr,,F,F,0
2,male,41,41,41,0,0,15.0458,C,0,Mr,,D,D,0
2,male,25,25,25,0,0,10.5,S,0,Mr,,F,F,0
2,male,18.5,18.5,18.5,0,0,13,S,0,Mr,6,F,F,0
2,male,14,14,14,0,0,65,S,0,Mr,,F,F,0
2,female,50,50,50,0,0,10.5,S,1,Miss,,E,E,1
2,male,23,23,23,0,0,13,S,0,Mr,,F,F,0
2,female,28,28,28,0,0,12.65,S,0,Mrs,,F,E,1
2,female,27,27,27,0,0,10.5,S,1,Miss,5,E,E,1
2,male,29,29,29,1,0,21,S,0,Mr,,F,F,0
2,female,27,27,27,1,0,21,S,0,Mrs,,F,F,0
2,male,40,40,40,0,0,13,S,0,Mr,,F,D,0
2,female,31,31,31,0,0,21,S,1,Miss,,E,E,1
2,male,30,30,30,1,0,21,S,0,Mr,,F,F,0
2,male,23,23,23,1,0,10.5,S,0,Mr,,F,F,0
2,female,31,31,31,0,0,21,S,1,Mrs,,D,E,1
2,male,,38.53508771,22.4,0,0,0,S,0,Mr,,F,F,0
2,female,12,12,12,0,0,15.75,S,1,Miss,,F,F,1
2,female,40,40,40,0,0,15.75,S,1,Mrs,,D,D,1
2,female,32.5,32.5,32.5,0,0,13,S,1,Miss,5,E,E,1
2,male,27,27,27,1,0,26,S,0,Mr,,F,F,0
2,female,29,29,29,1,0,26,S,1,Mrs,,F,F,1
2,male,2,2,2,1,1,23,S,1,Master,,F,F,1
2,female,4,4,4,1,1,23,S,1,Miss,,F,F,1
2,female,29,29,29,0,2,23,S,1,Mrs,,F,F,1
2,female,0.9167,0.9167,0.9167,1,2,27.75,S,1,Miss,,F,F,1
2,female,5,5,5,1,2,27.75,S,1,Miss,,F,F,1
2,male,36,36,36,1,2,27.75,S,0,Mr,,F,F,0
2,female,33,33,33,1,2,27.75,S,1,Mrs,,F,F,1
2,male,66,66,66,0,0,10.5,S,0,Mr,,F,E,0
2,male,,30.60482744,32.1,0,0,12.875,S,0,Mr,,F,E,0
2,male,31,31,31,0,0,13,S,1,Mr,,D,E,1
2,male,,32.35808704,38,0,0,13,S,1,Mr,,D,D,1
2,female,26,26,26,0,0,13.5,S,1,Miss,,F,F,1
2,female,24,24,24,0,0,13,S,0,Miss,,F,F,0
3,male,42,42,42,0,0,7.55,S,0,Mr,,F,F,0
3,male,13,13,13,0,2,20.25,S,0,Master,,F,E,0
3,male,16,16,16,1,1,20.25,S,0,Mr,,F,E,0
3,female,35,35,35,1,1,20.25,S,1,Mrs,,G,F,1
3,female,16,16,16,0,0,7.65,S,1,Miss,,F,F,1
3,male,25,25,25,0,0,7.65,S,1,Mr,6,F,F,1
3,male,20,20,20,0,0,7.925,S,1,Mr,,F,F,1
3,female,18,18,18,0,0,7.2292,C,1,Mrs,,F,F,1
3,male,30,30,30,0,0,7.25,S,0,Mr,,F,F,0
3,male,26,26,26,0,0,8.05,S,0,Mr,,F,F,0
3,female,40,40,40,1,0,9.475,S,0,Mrs,,G,F,0
3,male,0.8333,0.8333,0.8333,0,1,9.35,S,1,Master,,E,E,1
3,female,18,18,18,0,1,9.35,S,1,Mrs,,G,F,1
3,male,26,26,26,0,0,18.7875,C,1,Mr,,D,E,1
3,male,26,26,26,0,0,7.8875,S,0,Mr,,F,F,0
3,male,20,20,20,0,0,7.925,S,0,Mr,,F,F,0
3,male,24,24,24,0,0,7.05,S,0,Mr,,F,F,0
3,male,25,25,25,0,0,7.05,S,0,Mr,,F,F,0
3,male,35,35,35,0,0,8.05,S,0,Mr,,F,F,0
3,male,18,18,18,0,0,8.3,S,0,Mr,,F,F,0
3,male,32,32,32,0,0,22.525,S,0,Mr,,F,E,0
3,female,19,19,19,1,0,7.8542,S,1,Miss,,F,F,1
3,male,4,4,4,4,2,31.275,S,0,Master,,F,E,0
3,female,6,6,6,4,2,31.275,S,0,Miss,,F,G,0
3,female,2,2,2,4,2,31.275,S,0,Miss,,F,G,0
3,female,17,17,17,4,2,7.925,S,1,Miss,,G,F,1
3,female,38,38,38,4,2,7.775,S,0,Miss,,G,G,0
3,female,9,9,9,4,2,31.275,S,0,Miss,,F,G,0
3,female,11,11,11,4,2,31.275,S,0,Miss,,F,G,0
3,male,39,39,39,1,5,31.275,S,0,Mr,,F,E,0
3,male,27,27,27,0,0,7.7958,S,1,Mr,,F,F,1
3,male,26,26,26,0,0,7.775,S,0,Mr,,F,F,0
3,female,39,39,39,1,5,31.275,S,0,Mrs,,F,G,0
3,male,20,20,20,0,0,7.8542,S,0,Mr,,F,F,0
3,male,26,26,26,0,0,7.8958,S,0,Mr,,F,F,0
3,male,25,25,25,1,0,17.8,S,0,Mr,,F,F,0
3,female,18,18,18,1,0,17.8,S,0,Mrs,,G,G,0
3,male,24,24,24,0,0,7.775,S,0,Mr,,F,F,0
3,male,35,35,35,0,0,7.05,S,0,Mr,,F,F,0
3,male,5,5,5,4,2,31.3875,S,0,Master,,F,E,0
3,male,9,9,9,4,2,31.3875,S,0,Master,,F,E,0
3,male,3,3,3,4,2,31.3875,S,1,Master,,F,E,1
3,male,13,13,13,4,2,31.3875,S,0,Master,,F,E,0
3,female,5,5,5,4,2,31.3875,S,1,Miss,,F,F,1
3,male,40,40,40,1,5,31.3875,S,0,Mr,,F,E,0
3,male,23,23,23,0,0,7.7958,S,1,Mr,,F,F,1
3,female,38,38,38,1,5,31.3875,S,1,Mrs,,F,F,1
3,female,45,45,45,0,0,7.225,C,1,Mrs,,F,E,1
3,male,21,21,21,0,0,7.225,C,0,Mr,,F,F,0
3,male,23,23,23,0,0,7.05,S,0,Mr,,F,F,0
3,female,17,17,17,0,0,14.4583,C,0,Miss,,F,F,0
3,male,30,30,30,0,0,7.225,C,0,Mr,,F,F,0
3,male,23,23,23,0,0,7.8542,S,0,Mr,,F,F,0
3,female,13,13,13,0,0,7.2292,C,1,Miss,,F,F,1
3,male,20,20,20,0,0,7.225,C,0,Mr,,F,F,0
3,male,32,32,32,1,0,15.85,S,1,Mr,,E,E,0
3,female,33,33,33,3,0,15.85,S,0,Mrs,,G,F,1
3,female,0.75,0.75,0.75,2,1,19.2583,C,1,Miss,,G,F,1
3,female,0.75,0.75,0.75,2,1,19.2583,C,1,Miss,,G,F,1
3,female,5,5,5,2,1,19.2583,C,1,Miss,,G,F,1
3,female,24,24,24,0,3,19.2583,C,1,Mrs,,G,F,1
3,female,18,18,18,0,0,8.05,S,1,Miss,,F,F,1
3,male,40,40,40,0,0,7.225,C,0,Mr,,F,F,0
3,male,26,26,26,0,0,7.8958,S,0,Mr,,F,F,0
3,male,20,20,20,0,0,7.2292,C,1,Mr,,F,F,1
3,female,18,18,18,0,1,14.4542,C,0,Miss,,G,G,0
3,female,45,45,45,0,1,14.4542,C,0,Mrs,,D,F,0
3,female,27,27,27,0,0,7.8792,Q,0,Miss,,F,F,0
3,male,22,22,22,0,0,8.05,S,0,Mr,,F,F,0
3,male,19,19,19,0,0,8.05,S,0,Mr,,F,F,0
3,male,26,26,26,0,0,7.775,S,0,Mr,,F,F,0
3,male,22,22,22,0,0,9.35,S,0,Mr,,F,F,0
